1030736 

ToM0, ToM1, ToM2
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,10,10
10,11,9
10,11,9
10,11,9
10,11,9
10,11,9
10,11,9
10,11,9
10,11,9
10,11,9
10,11,9
10,11,9
10,11,9
10,11,9
10,11,9
10,11,9
10,11,9
10,11,9
10,11,9
10,11,9
9,12,9
9,12,9
9,13,8
9,13,8
9,13,8
9,13,8
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
11,12,7
11,12,7
11,12,7
11,12,7
11,12,7
11,12,7
11,12,7
11,12,7
11,12,7
11,12,7
11,12,7
11,12,7
11,12,7
11,12,7
11,12,7
11,12,7
11,12,7
11,12,7
11,12,7
11,12,7
11,12,7
11,12,7
11,12,7
11,12,7
11,12,7
11,12,7
11,12,7
11,12,7
11,12,7
11,12,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,14,7
9,13,8
9,13,8
9,13,8
9,13,8
9,13,8
9,13,8
9,13,8
9,13,8
9,13,8
9,13,8
9,13,8
9,13,8
9,13,8
9,13,8
9,13,8
9,13,8
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
11,12,7
11,12,7
11,12,7
11,12,7
11,12,7
11,12,7
11,12,7
11,12,7
11,12,7
11,12,7
11,12,7
11,12,7
11,12,7
11,12,7
11,12,7
11,12,7
11,12,7
11,12,7
11,12,7
11,12,7
11,12,7
11,12,7
11,12,7
11,12,7
11,12,7
11,12,7
11,12,7
11,12,7
11,12,7
11,12,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,13,7
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,14,6
10,15,5
10,15,5
10,15,5
10,15,5
10,15,5
10,15,5
10,15,5
10,15,5
10,15,5
10,15,5
10,15,5
10,15,5
10,15,5
10,15,5
10,15,5
10,15,5
10,15,5
10,15,5
10,15,5
10,15,5
10,15,5
10,15,5
10,15,5
10,15,5
10,15,5
10,15,5
10,15,5
10,15,5
10,15,5
9,16,5
9,16,5
9,16,5
9,16,5
9,16,5
9,16,5
9,16,5
9,16,5
9,16,5
9,16,5
9,16,5
9,16,5
9,16,5
9,16,5
9,16,5
9,16,5
9,16,5
9,16,5
9,16,5
9,16,5
9,16,5
9,16,5
9,16,5
9,16,5
9,16,5
9,16,5
9,16,5
9,16,5
9,16,5
9,16,5
9,15,6
9,15,6
9,15,6
9,15,6
9,15,6
9,15,6
9,15,6
9,15,6
9,15,6
9,15,6
9,15,6
9,15,6
9,15,6
9,15,6
9,15,6
9,15,6
9,15,6
9,15,6
9,15,6
9,15,6
9,15,6
9,15,6
9,15,6
9,15,6
9,15,6
9,15,6
9,15,6
8,16,6
8,16,6
8,16,6
8,16,6
